cohort,model,splitter,n_subjects,n_windows,window_n_mean,window_n_sd,window_prevalence_mean,window_prevalence_sd,window_accuracy_mean,window_accuracy_sd,window_balanced_accuracy_mean,window_balanced_accuracy_sd,window_macro_f1_mean,window_macro_f1_sd,window_mcc_mean,window_mcc_sd,window_auroc_mean,window_auroc_sd,window_auprc_mean,window_auprc_sd,window_brier_mean,window_brier_sd,window_calibration_slope_mean,window_calibration_slope_sd,window_calibration_intercept_mean,window_calibration_intercept_sd,window_ece_mean,window_ece_sd,subject_n_mean,subject_n_sd,subject_prevalence_mean,subject_prevalence_sd,subject_accuracy_mean,subject_accuracy_sd,subject_balanced_accuracy_mean,subject_balanced_accuracy_sd,subject_macro_f1_mean,subject_macro_f1_sd,subject_mcc_mean,subject_mcc_sd,subject_auroc_mean,subject_auroc_sd,subject_auprc_mean,subject_auprc_sd,subject_brier_mean,subject_brier_sd,subject_calibration_slope_mean,subject_calibration_slope_sd,subject_calibration_intercept_mean,subject_calibration_intercept_sd,subject_ece_mean,subject_ece_sd,n_subjects_mean,n_subjects_sd,window_auroc_ci_lo,window_auroc_ci_hi,subject_auroc_ci_lo,subject_auroc_ci_hi,window_accuracy_ci_lo,window_accuracy_ci_hi,subject_accuracy_ci_lo,subject_accuracy_ci_hi,window_macro_f1_ci_lo,window_macro_f1_ci_hi,subject_macro_f1_ci_lo,subject_macro_f1_ci_hi,window_brier_ci_lo,window_brier_ci_hi,subject_brier_ci_lo,subject_brier_ci_hi,window_calibration_slope_ci_lo,window_calibration_slope_ci_hi,subject_calibration_slope_ci_lo,subject_calibration_slope_ci_hi,window_auroc_est,subject_auroc_est,window_accuracy_est,subject_accuracy_est,window_macro_f1_est,subject_macro_f1_est,window_brier_est,subject_brier_est,window_calibration_slope_est,subject_calibration_slope_est,window_calibration_intercept_est,subject_calibration_intercept_est,window_ece_est,subject_ece_est
depresjon,xgboost,inflation,,,,,,,,,,,0.112493357288671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0604105868034326,0.1742957312871854,,,,,,,,,,,,,,,,,,,,,,,,
depresjon,xgboost,inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1233709273182956,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0391064534555434,0.1943737801242054,,,,,,,,,,,,,,,,,,,,,,
psykose,majority,subject_wise,54.0,1021.0,1021.0,0.0,0.3388834476003918,0.0,0.6611165523996083,1.1702778228589004e-16,0.5,0.0,0.3979952830188679,5.851389114294502e-17,0.0,0.0,0.4759824448726182,0.0052317468434038,0.3261480916459772,0.0025701263018123,0.2242710534724714,9.378044059732809e-05,-3.95457053048093,0.0108095831067932,0.0005936003425615,0.0001683308887679,0.0001329636747952,3.770789878716245e-05,54.0,0.0,0.4074074074074073,5.851389114294502e-17,0.5925925925925926,0.0,0.5,0.0,0.3720930232558139,5.851389114294502e-17,0.0,0.0,0.4655539772727273,0.0150671256052455,0.3881346758667977,0.0119365378627027,0.2464752501196404,0.0001658959921051,-4.502103788830289,2.4817610243094914,0.2943158702506582,0.0004063087669739,0.0686807102684823,9.420433586374148e-05,54.0,0.0,0.2674811878011507,0.6320381980537954,0.2776584739348324,0.5574339192065926,0.5273067022608496,0.7874720422262225,0.5,0.6944444444444444,0.3453009315352485,0.4405683481349859,0.3333333333333333,0.4098360655737705,0.1833937969640729,0.2675910596346459,0.2137114680848428,0.2764728036566735,-119.38288227315562,57.58900008938292,-97.80299153977128,24.91889400663794,0.43719117961892523,0.4190340909090909,0.6611165523996082,0.5925925925925926,0.39799528301886794,0.37209302325581395,0.22424874463765734,0.2464531345111922,-28.97724473298644,-36.879436251179705,0.0005935442240627012,0.29428559352323586,0.00013296367479526117,0.06868071026848233
psykose,majority,record_wise,54.0,1021.0,1021.0,0.0,0.3388834476003918,0.0,0.6611165523996083,1.1702778228589004e-16,0.5,0.0,0.3979952830188679,5.851389114294502e-17,0.0,0.0,0.4988439306358382,5.851389114294502e-17,0.3383664234349653,0.0,0.2240424010033274,2.925694557147251e-17,0.3087240097374151,0.0,3.541015818000088e-06,4.4642556108814255e-22,7.933335161580679e-07,0.0,54.0,0.0,0.4074074074074073,5.851389114294502e-17,0.5925925925925926,0.0,0.5,0.0,0.3720930232558139,5.851389114294502e-17,0.0,0.0,0.5011363636363637,0.0326210100153488,0.4618772249151897,0.0338846903738861,0.2461221556690243,2.1558896642862723e-06,0.1730562672254647,2.485965533116555e-05,0.2935878800434868,1.1652314129759629e-05,0.0685256190643556,2.6104980773287165e-06,54.0,0.0,0.4699195605033673,0.5354117850275044,0.331491039731824,0.5933465851067944,0.5273067022608496,0.7874720422262225,0.5,0.6944444444444444,0.3453009315352485,0.4405683481349859,0.3333333333333333,0.4098360655737705,0.1833307692688355,0.2671648924326057,0.2133030530858969,0.2759603942027513,0.0502025180932783,0.6047470269502769,0.0,0.3792602831605385,0.4995439948619139,0.4616477272727273,0.6611165523996082,0.5925925925925926,0.39799528301886794,0.37209302325581395,0.2240423058093031,0.24612215062607876,0.3087249040792421,0.17305628020547958,3.5410143142626523e-06,0.2935878731474124,7.933335161580679e-07,0.06852561906435573
psykose,majority,inflation,,,,,,,,,,,,,,,0.0623528152429886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1134692361496977,0.2405493473275885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psykose,majority,inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0426136363636364,,,,,,,,,,,,,,,,-0.1480756578947368,0.2271354166666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psykose,majority,inflation,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psykose,majority,inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
psykose,majority,inflation,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
psykose,majority,inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
psykose,logreg,subject_wise,54.0,1021.0,1021.0,0.0,0.3388834476003918,0.0,0.8561214495592557,0.0066017877649803,0.8474453007921217,0.0070980210962355,0.8418918061160172,0.0071327460622279,0.6848184881797021,0.0141981777491842,0.9058235923785056,0.0068069509573645,0.8730830413937646,0.0105989078914136,0.114747715160521,0.0041805478581641,0.8979937936291164,0.0541260178481407,-0.6026222345168091,0.0252203616916443,0.08605024043314,0.0045570897327055,54.0,0.0,0.4074074074074073,5.851389114294502e-17,0.9537037037037038,0.0097601162350875,0.9538352272727272,0.0082350980733551,0.9522524350649352,0.0099035075531518,0.9048465045614664,0.0194469007959765,0.9751420454545452,0.0046992029453785,0.9777258131035972,0.0027563612637168,0.0738360313386557,0.0031115068103731,2.858370056813116,0.1300799836449254,-0.2262869773095868,0.0154004296579655,0.1633130248342089,0.0091412135703354,54.0,0.0,0.819809671345469,0.9417202129804044,0.942965333709586,1.0,0.8084628808768403,0.8987226922558725,0.90625,1.0,0.7904188907442902,0.8866755192336179,0.90282131661442,1.0,0.0880994155948525,0.1514919042132624,0.0522468826004997,0.0948921223694546,0.4886043307739759,1.2401677701333236,2.088928583752951,175.4387828279318,0.9070819952900877,0.9744318181818182,0.8599412340842312,0.9444444444444444,0.8459196455802537,0.9428571428571428,0.11233262398213995,0.07319712918612449,0.9483909093407618,2.879695202984562,-0.5912854226495716,-0.2254022672214584,0.08829047771770182,0.15444846622359612
psykose,logreg,record_wise,54.0,1021.0,1021.0,0.0,0.3388834476003918,0.0,0.8680705190989226,0.0031331617666366,0.8614127595803897,0.0034786465872324,0.8551898547932245,0.0034102900858346,0.7115608132206895,0.0068127342527934,0.9261216013701562,0.0035038862226116,0.8964399884877746,0.0073918269222451,0.1030685873967867,0.0019342477363396,1.0653301499086738,0.035210676584011,-0.6196493479342127,0.0111947487074618,0.077902924830139,0.0036955203044512,54.0,0.0,0.4074074074074073,5.851389114294502e-17,0.9611111111111112,0.0058560697410525,0.9600852272727272,0.004941058844013,0.9597686688311688,0.005942104531891,0.919605664548657,0.0116681404775859,0.9938920454545452,0.0017779340298786,0.9925300743028014,0.0018866916620363,0.0625073333270194,0.000959992248889,3.633507493922803,0.0893085630912672,-0.2621431999656829,0.0076768702387593,0.1716790075536074,0.0094411650005041,54.0,0.0,0.8752727462863857,0.9551596590723148,0.9827815190564636,1.0,0.8180965929773464,0.9018867003904532,0.9263638195331196,1.0,0.7994303314198271,0.891951379374393,0.9197240828215536,1.0,0.0794011281741891,0.131586316505773,0.0463754809709144,0.0791609074150452,0.7472866181850963,1.3339824297505454,2.5840966946314614,391.7509193638495,0.927176193534575,0.9943181818181819,0.8658178256611165,0.9629629629629629,0.8527649272387569,0.9616477272727273,0.10199681000500259,0.062456763133399616,1.0948815035998358,3.630431799336739,-0.6143005538037283,-0.26206322125930015,0.08106112223420663,0.16329657675737017
psykose,logreg,inflation,,,,,,,,,,,,,,,0.0200941982444873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006191168958776,0.0411285491711741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psykose,logreg,inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0198863636363636,,,,,,,,,,,,,,,,0.0,0.0432900432900432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psykose,logreg,inflation,,,,,,,0.0058765915768853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0009941349904565,0.0138783829916463,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psykose,logreg,inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0185185185185184,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,
psykose,logreg,inflation,,,,,,,,,,,0.0068452816585031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0005912517590358,0.0155487009918871,,,,,,,,,,,,,,,,,,,,,,,,
psykose,logreg,inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0187905844155844,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0341918004961483,,,,,,,,,,,,,,,,,,,,,,
psykose,rf,subject_wise,54.0,1021.0,1021.0,0.0,0.3388834476003918,0.0,0.849951028403526,0.0059808647195844,0.8218595589809462,0.0077049105438805,0.8287085212889049,0.0071425455082179,0.6593590809172476,0.0139985539140725,0.8894885463498181,0.0040382953088061,0.8424921006314978,0.0075922735938235,0.1176495665884123,0.0018107237520769,0.9505095084884768,0.0279781362405,-0.1196266396886313,0.0238927846448173,0.0480415359945972,0.0067753735104407,54.0,0.0,0.4074074074074073,5.851389114294502e-17,0.8981481481481483,0.0130945700219731,0.8870738636363636,0.0134297865565178,0.8927600062250125,0.0137068709927336,0.7887185206255598,0.0278431368757446,0.953125,0.0034143477987348,0.9573283821865703,0.0029152410552897,0.0914024218957714,0.0023079031425324,2.4044747491974467,0.1414097135136242,0.1489017687011925,0.0177317859082102,0.1650208168234077,0.020059650137102,54.0,0.0,0.7984142105436296,0.9342959398239784,0.9130434782608696,0.9970315272344366,0.80666242301753,0.9033661144295424,0.8235294117647058,0.9444444444444444,0.7852585966817397,0.8850906159957048,0.818447105591149,0.9428571428571428,0.0884173613781336,0.1574087120575439,0.0652394445873565,0.1171573278455609,0.6017684149583091,1.3684215680874865,1.760621403244232,16.43263527976072,0.8925497752087348,0.9559659090909092,0.861900097943193,0.8888888888888888,0.842786705325405,0.8831168831168831,0.11515985255863088,0.09071597671286452,1.0286656812673634,2.4552054030055284,-0.11744039608456132,0.14815184623955774,0.05207005581314604,0.1634015311958474
psykose,rf,record_wise,54.0,1021.0,1021.0,0.0,0.3388834476003918,0.0,0.8778648383937316,0.0041566600804183,0.8546628131021194,0.0045323105895625,0.8611007332196342,0.0046527344689409,0.7236198725395785,0.0093823349386946,0.9357921216013704,0.0033696380743265,0.9049267251758256,0.0035181075308583,0.0927498800622111,0.0019380156669724,1.3191892562812824,0.04324411010921,-0.1715055914641875,0.0144563362542551,0.0482127083647565,0.0062946903921835,54.0,0.0,0.4074074074074073,5.851389114294502e-17,0.9703703703703704,0.0095629218424874,0.9678977272727272,0.0080687153045987,0.9692605504960156,0.0098281125204722,0.9388138270639406,0.0200341327747795,0.9933238636363636,0.0013475615029127,0.9920403670403668,0.0013050219107021,0.0643849104820511,0.0011431108276691,3.6271351520193393,0.2221373165225919,0.080359636759228,0.0112303923713602,0.1725772647187455,0.0109678565470983,54.0,0.0,0.8896734185783672,0.962062948444218,0.9827815190564636,1.0,0.8226861593959555,0.9152322454377936,0.9263638195331196,1.0,0.8080322707205326,0.9014509508685598,0.9197240828215536,1.0,0.0707901316347504,0.1202006719984625,0.0467796160123904,0.0820039590028767,1.037710179948783,1.7004728112820022,2.7003249249808614,47.64880611984771,0.9370113466067224,0.9943181818181819,0.8795298726738492,0.9629629629629629,0.8630688292217528,0.9616477272727273,0.09143619195202643,0.06429833496681789,1.373226425311567,3.6150956027553125,-0.16958619259772342,0.08032744097599433,0.04939121731620851,0.16497544362019345
psykose,rf,inflation,,,,,,,,,,,,,,,0.0444615713979875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0174924905878072,0.0800592901444671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psykose,rf,inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0383522727272727,,,,,,,,,,,,,,,,0.0,0.0740740740740739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psykose,rf,inflation,,,,,,,0.0176297747306561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004039694842102,0.0333675486098392,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psykose,rf,inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074074074074074,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027027027027027,0.1212121212121212,,,,,,,,,,,,,,,,,,,,,,,,,,
psykose,rf,inflation,,,,,,,,,,,0.0202821238963477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0050986528425406,0.0388417587499026,,,,,,,,,,,,,,,,,,,,,,,,
psykose,rf,inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0785308441558442,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0287841134700577,0.1326233007527244,,,,,,,,,,,,,,,,,,,,,,
psykose,xgboost,subject_wise,54.0,1021.0,1021.0,0.0,0.3388834476003918,0.0,0.8623898139079333,0.0050630304992722,0.8326756583172769,0.0065122755552912,0.8418179800755169,0.0061198955242659,0.6868511069920581,0.0118596892927802,0.8993992721044745,0.0063708757477902,0.8601835477370215,0.0078508934438689,0.1076685855976135,0.0033745435991173,0.7067744642428516,0.0224449739295663,0.1526458092964258,0.0354581283810792,0.0461874256503581,0.0063833888123029,54.0,0.0,0.4074074074074073,5.851389114294502e-17,0.95,0.0089452942877712,0.9457386363636364,0.0109783157168101,0.9479218673768092,0.0094717431865314,0.8963349659992111,0.0186045046088067,0.9670454545454548,0.0067560829476276,0.9724058604244558,0.003795862373297,0.0703330290322382,0.002661461979476,2.1288471958537167,0.1641470438296958,0.3157190062682012,0.0274943658619048,0.1354906579703782,0.0102232229420004,54.0,0.0,0.8103652705769983,0.9412161754188424,0.9348950019720156,1.0,0.8202582789235752,0.9119411837622224,0.90625,1.0,0.800091012881274,0.8939430550855713,0.9015873015873016,1.0,0.0745099748791586,0.1486321225542048,0.0440619103070779,0.0934678052335108,0.5053368401733622,0.9941455727195594,1.5793063257767477,50.33484268284671,0.9030657246842217,0.96875,0.871694417238002,0.9444444444444444,0.8530119952304809,0.9420393559928444,0.10282062533828422,0.06937743066086029,0.7811574135649525,2.174758197148062,0.1440182788939029,0.31332609260323113,0.051572890623458365,0.13464733254892666
psykose,xgboost,record_wise,54.0,1021.0,1021.0,0.0,0.3388834476003918,0.0,0.8911851126346718,0.0028999566426643,0.8673429672447013,0.0039512031758303,0.8756419060210152,0.0034872026800471,0.753499984864188,0.0067422230189307,0.9423667308927424,0.0036179163905638,0.9140968375550592,0.0048078319122231,0.0823754235462239,0.0023721833260343,0.9075951340509288,0.0335590367569015,0.07055879541826,0.0292723619476709,0.0259133043611141,0.0073916218393997,54.0,0.0,0.4074074074074073,5.851389114294502e-17,0.9814814814814816,0.0,0.9772727272727272,1.1702778228589004e-16,0.9806797853309484,2.3405556457178013e-16,0.9620913858416692,1.1702778228589004e-16,0.997159090909091,1.1702778228589004e-16,0.9962121212121212,0.0,0.0450571641369047,0.001691739351093,3.558689388967943,0.5467801951207752,0.2327068541696506,0.0213851915996333,0.1480546555102423,0.006532451002851,54.0,0.0,0.9066870145963738,0.9686954030018624,0.991068878657728,1.0,0.8412869497251876,0.9269719186863862,0.967741935483871,1.0,0.8250479620098721,0.9107441252349164,0.963432790805782,1.0,0.0571582288052973,0.1098501489520548,0.0285008019269735,0.060623301403283,0.777148495793186,1.1650835471808565,2.5160737371542954,19.7385874208528,0.9453607364590023,0.9971590909090909,0.8893241919686582,0.9814814814814815,0.8730050578710711,0.9806797853309481,0.0796130788611115,0.04483884888264701,0.9742271166969104,3.436370596402535,0.06799066308200431,0.23223833063203764,0.02663744178499902,0.14389393023406893
psykose,xgboost,inflation,,,,,,,,,,,,,,,0.0422950117747805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0163132000668952,0.0777748378750785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psykose,xgboost,inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0284090909090909,,,,,,,,,,,,,,,,0.0,0.0593020506063984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psykose,xgboost,inflation,,,,,,,0.0176297747306561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0038494865167389,0.0329659739915851,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psykose,xgboost,inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037037037037037,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0645161290322581,,,,,,,,,,,,,,,,,,,,,,,,,,
psykose,xgboost,inflation,,,,,,,,,,,0.0199930626405901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0038908577373067,0.0386073151180912,,,,,,,,,,,,,,,,,,,,,,,,
psykose,xgboost,inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0386404293381037,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0705052878965922,,,,,,,,,,,,,,,,,,,,,,
hyperaktiv,majority,subject_wise,85.0,502.0,502.0,0.0,0.5039840637450199,0.0,0.5039840637450199,0.0,0.5,0.0,0.3350993377483444,0.0,0.0,0.0,0.4960394939441561,5.851389114294502e-17,0.501647782303219,1.1702778228589004e-16,0.2499918524194039,2.0687784610393945e-17,0.0001437009407436,5.57322219092655e-19,2.935085188049261e-05,1.4921328381216064e-17,7.337222582726177e-06,0.0,85.0,0.0,0.5294117647058824,0.0,0.5294117647058824,0.0,0.5,0.0,0.3461538461538461,0.0,0.0,0.0,0.5,0.0,0.5294117647058824,0.0,0.2497824496468798,4.625929269271486e-17,0.0018757777695959,8.911294738825373e-19,0.1018526630765928,8.078838152427796e-17,0.025429168405379,6.302563375562894e-17,85.0,0.0,0.3546027223636096,0.6284533757220669,0.3984846893624262,0.5972019634597207,0.3935813506915812,0.6091310552408494,0.4509803921568627,0.6078431372549019,0.2824297251202327,0.3785522756355435,0.3108108108108108,0.3780487804878049,0.2491415588760182,0.25084202296512,0.2491271808736397,0.2504197305332569,-325.04625199001424,317.06647984924945,-216.43746753761715,242.1868333827164,0.4931345937108117,0.49666666666666665,0.5039840637450199,0.5294117647058824,0.3350993377483444,0.34615384615384615,0.24999116322253614,0.24978177060656218,0.0001436943434793967,0.0018757936746928887,2.9350770961525423e-05,0.10185238675110825,7.337222582726177e-06,0.0254291684053789
hyperaktiv,majority,record_wise,85.0,502.0,502.0,0.0,0.5039840637450199,0.0,0.5039840637450199,0.0,0.5,0.0,0.3350993377483444,0.0,0.0,0.0,0.4960156832865056,5.851389114294502e-17,0.5018060023489312,0.0,0.2499919108025966,0.0,0.0001431094787805,0.0,4.844411057677924e-06,0.0,1.2110217212368823e-06,0.0,85.0,0.0,0.5294117647058824,0.0,0.5294117647058824,0.0,0.5,0.0,0.3461538461538461,0.0,0.0,0.0,0.4819166666666666,0.0227104734333419,0.5460010471967207,0.0276497277996341,0.2497902339080639,1.141037906707728e-05,0.001740108984533,0.0001789668659722,0.101854415767296,4.952641982961735e-05,0.0254296778226681,1.2379782250470592e-05,85.0,0.0,0.4326688939173459,0.5325320296006395,0.3487375019869234,0.5396978782555756,0.3935813506915812,0.6091310552408494,0.4509803921568627,0.6078431372549019,0.2824297251202327,0.3785522756355435,0.3108108108108108,0.3780487804878049,0.2491450325309392,0.2508695767291328,0.2491652862972934,0.250422576208583,-0.0070860589377851,0.0070213182001305,-0.0033660832577299,0.0068583625899896,0.48316586504119236,0.44305555555555554,0.5039840637450199,0.5294117647058824,0.3350993377483444,0.34615384615384615,0.24999113215935598,0.24979008890432447,0.00014310965108258735,0.0017401108014457518,4.844395968302236e-06,0.10185435682405324,1.2110217212368823e-06,0.02542967782266814
hyperaktiv,majority,inflation,,,,,,,,,,,,,,,-0.0099687286696193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1704878307898358,0.1476119738229112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperaktiv,majority,inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0536111111111111,,,,,,,,,,,,,,,,-0.2026728626233101,0.1057514245014245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperaktiv,majority,inflation,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperaktiv,majority,inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperaktiv,majority,inflation,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
hyperaktiv,majority,inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
hyperaktiv,logreg,subject_wise,85.0,502.0,502.0,0.0,0.5039840637450199,0.0,0.4609561752988048,0.0237600779371026,0.460721939139959,0.0236612653231799,0.4600161208825014,0.0236253412318713,-0.0787736730746843,0.0473652217412703,0.4625474228931536,0.0294176034885027,0.4790570815547583,0.0234822627873937,0.2855780243321782,0.0113290800284732,-0.2073797456725152,0.1200925615976949,-0.00788819383,0.0309036587579854,0.1600377915827211,0.0283064502984854,85.0,0.0,0.5294117647058824,0.0,0.4529411764705882,0.028950633451438,0.4505555555555555,0.029580398915498,0.4500441196383303,0.0295373800638753,-0.0991874198948453,0.0592495895677709,0.4447222222222222,0.0387229705721476,0.5142143291547533,0.0323326317055796,0.2723120289889189,0.0105794250946562,-0.4699883110980362,0.3166879587277831,0.0941308600959112,0.0320149513293422,0.1352335884803228,0.0303256228228725,85.0,0.0,0.3598370108647357,0.5354121762882472,0.3280304638906898,0.519152007750358,0.3793093940209396,0.5060240963855421,0.3333333333333333,0.490566037735849,0.3810910120156897,0.5062778306116317,0.328444098475664,0.4877852042689813,0.2592811370551717,0.3007733542641244,0.2536941739344768,0.2843823283447458,-0.7625592248790556,0.2037300889396504,-1.7386586900723389,0.2319874825139433,0.44925948854707365,0.42444444444444446,0.4442231075697211,0.4117647058823529,0.4434258056055603,0.4050951847704367,0.2793270386370778,0.26934521961491764,-0.2770413423291649,-0.6728308836919369,-0.007731606003705139,0.09289536528236654,0.1605518887911765,0.17179382234459795
hyperaktiv,logreg,record_wise,85.0,502.0,502.0,0.0,0.5039840637450199,0.0,0.5432270916334662,0.0116552307821926,0.5430409384573869,0.0116955772777588,0.5428133732836649,0.0118142890643561,0.0861869856395969,0.0233775418746079,0.5774624188453419,0.0173221300684464,0.5838047067890778,0.0123085755265519,0.2517738257085777,0.0046735046828331,0.2077890041067807,0.07962097164188,0.01068384582038,0.01346031851557,0.0739919855979748,0.0132954968991316,85.0,0.0,0.5294117647058824,0.0,0.5305882352941176,0.0179280461971175,0.5302777777777778,0.0183767723313119,0.5298169130988996,0.0182472635801951,0.0604773385296152,0.0367011081591943,0.6011666666666666,0.0247490144737346,0.6548600571762961,0.0214382904941693,0.2406876398609564,0.0040879884201469,1.0445224278667011,0.273898572382143,0.1060896109089166,0.0117876345902959,0.0911484997260318,0.0283046730985391,85.0,0.0,0.4864914294827658,0.6605149011649368,0.5019324519455569,0.6948723386131154,0.4699901748482529,0.5955393220635038,0.4455546472302162,0.6138954960080464,0.4730846016349412,0.5982142914986394,0.4456383723238707,0.6145872031215588,0.2321332064286237,0.2705830545375893,0.2259184662470251,0.2550471515588542,-0.1057860282241917,0.9706276919785816,0.1364929644789812,2.087413909741542,0.5794879121227995,0.6011111111111112,0.5338645418326693,0.5294117647058824,0.5335017155928325,0.5288248337028825,0.24902115670913524,0.24015220291139272,0.44055701959459814,1.1040946045617488,0.010592547847047096,0.10586577728692007,0.07072468458261144,0.08464414108705416
hyperaktiv,logreg,inflation,,,,,,,,,,,,,,,0.1302284235757258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0951127125597909,0.1668471066673498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperaktiv,logreg,inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1766666666666667,,,,,,,,,,,,,,,,0.1307464221320712,0.2206971051511281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperaktiv,logreg,inflation,,,,,,,0.0896414342629481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0557687033891203,0.1269318181818181,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperaktiv,logreg,inflation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1176470588235294,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0545454545454545,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,
hyperaktiv,logreg,inflation,,,,,,,,,,,0.0900759099872722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0556000655359014,0.1273693983538363,,,,,,,,,,,,,,,,,,,,,,,,
